Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00660,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-29,2024-01-05,7
INC00661,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2023-12-11,2023-12-16,5
INC00662,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-22,2023-12-29,7
INC00663,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Low,1 Week,2023-12-17,2023-12-26,9
INC00664,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,High,24 Hours,2023-12-29,2023-12-31,2
INC00665,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-16,2023-12-21,5
INC00666,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-14,2023-12-27,13
INC00667,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-28,2024-01-01,4
INC00668,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2023-12-27,2024-01-08,12
INC00669,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-11,2023-12-17,6
INC00670,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-18,2023-12-25,7
INC00671,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2024-01-06,2024-01-11,5
INC00672,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2024-01-07,2024-01-11,4
INC00673,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2023-12-10,2023-12-19,9
INC00674,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2023-12-27,2023-12-31,4
INC00675,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Medium,3 Days,2023-12-25,2023-12-31,6
INC00676,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2024-01-05,2024-01-13,8
INC00677,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-21,2023-12-25,4
INC00678,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-21,2023-12-25,4
INC00679,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-12,2023-12-16,4
INC00680,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2023-12-19,2023-12-21,2
INC00681,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2023-12-10,2023-12-16,6
INC00682,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Pending,High,24 Hours,2023-12-27,2023-12-31,4
INC00683,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Low,1 Week,2023-12-21,2023-12-28,7
INC00684,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2023-12-21,2023-12-28,7
INC00685,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-30,2024-01-01,2
INC00686,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2023-12-14,2023-12-17,3
INC00687,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,High,24 Hours,2023-12-11,2023-12-13,2
INC00688,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2024-01-05,2024-01-12,7
INC00689,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2024-01-06,2024-01-13,7
INC00690,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-10,2023-12-15,5
INC00691,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2023-12-29,2023-12-31,2
INC00692,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,High,24 Hours,2023-12-14,2023-12-16,2
INC00693,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Low,1 Week,2023-12-18,2023-12-26,8
INC00694,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2023-12-15,2023-12-16,1
INC00695,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-12,2023-12-13,1
INC00696,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2023-12-19,2023-12-24,5
INC00697,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2024-01-06,2024-01-12,6
INC00698,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2023-12-24,2023-12-30,6
INC00699,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2023-12-15,2023-12-22,7
INC00700,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-30,2024-01-02,3
INC00701,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2024-01-03,2024-01-10,7
INC00702,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2024-01-02,2024-01-08,6
INC00703,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-21,2023-12-23,2
INC00704,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-24,2023-12-25,1
INC00705,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2024-01-05,2024-01-19,14
INC00706,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2024-01-08,2024-01-19,11
INC00707,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2023-12-26,2023-12-28,2
INC00708,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-25,2024-01-01,7
INC00709,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-19,2023-12-21,2
INC00710,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-16,2023-12-20,4
INC00711,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-15,2023-12-18,3
INC00712,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2024-01-03,2024-01-07,4
INC00713,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2023-12-24,2024-01-03,10
INC00714,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2024-01-02,2024-01-08,6
INC00715,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2024-01-01,2024-01-05,4
INC00716,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2024-01-07,2024-01-14,7
INC00717,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-27,2024-01-07,11
INC00718,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,Low,1 Week,2023-12-18,2023-12-26,8
INC00719,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-15,2023-12-19,4
INC00720,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-13,2023-12-24,11
INC00721,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,Medium,3 Days,2024-01-09,2024-01-15,6
INC00722,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-31,2024-01-02,2
INC00723,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2023-12-17,2023-12-20,3
INC00724,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-25,2023-12-29,4
INC00725,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-13,2023-12-23,10
INC00726,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-15,2023-12-17,2
INC00727,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2023-12-25,2023-12-30,5
INC00728,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-28,2024-01-01,4
INC00729,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Critical,4 Hours,2023-12-23,2023-12-24,1
INC00730,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2024-01-09,2024-01-11,2
INC00731,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2023-12-31,2024-01-14,14
INC00732,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2024-01-02,2024-01-08,6
INC00733,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2024-01-07,2024-01-09,2
INC00734,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,Low,1 Week,2024-01-09,2024-01-22,13
INC00735,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2023-12-16,2023-12-23,7
INC00736,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2024-01-04,2024-01-11,7
INC00737,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2024-01-02,2024-01-11,9
INC00738,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-27,2024-01-03,7
INC00739,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2023-12-23,2024-01-04,12
INC00740,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2024-01-02,2024-01-06,4
INC00741,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-11,2023-12-17,6
INC00742,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2023-12-14,2023-12-21,7
INC00743,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-10,2023-12-11,1
INC00744,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-28,2023-12-31,3
INC00745,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-12,2023-12-22,10
INC00746,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2023-12-29,2024-01-05,7
INC00747,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2023-12-22,2023-12-25,3
INC00748,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,High,24 Hours,2023-12-17,2023-12-21,4
INC00749,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2024-01-09,2024-01-23,14
INC00750,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2024-01-05,2024-01-10,5
INC00751,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,Medium,3 Days,2023-12-28,2024-01-04,7
INC00752,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2024-01-01,2024-01-14,13
INC00753,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2024-01-05,2024-01-12,7
INC00754,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2024-01-04,2024-01-05,1
INC00755,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2024-01-04,2024-01-12,8
INC00756,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2023-12-29,2023-12-31,2
INC00757,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-30,2024-01-05,6
INC00758,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-26,2024-01-01,6
INC00759,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Medium,3 Days,2024-01-07,2024-01-14,7
INC00760,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2023-12-17,2023-12-20,3
INC00761,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-25,2024-01-01,7
INC00762,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Low,1 Week,2023-12-27,2024-01-05,9
INC00763,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Medium,3 Days,2024-01-09,2024-01-15,6
INC00764,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-12,2023-12-14,2
INC00765,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-23,2023-12-27,4
INC00766,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2024-01-07,2024-01-09,2
INC00767,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-11,2023-12-21,10
INC00768,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2023-12-28,2024-01-08,11
INC00769,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2024-01-01,2024-01-05,4
INC00770,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-19,2023-12-26,7
INC00771,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2023-12-30,2024-01-01,2
INC00772,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-21,2023-12-25,4
INC00773,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2024-01-09,2024-01-16,7
INC00774,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2024-01-09,2024-01-20,11
INC00775,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2023-12-13,2023-12-16,3
INC00776,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2024-01-01,2024-01-07,6
INC00777,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,High,24 Hours,2024-01-09,2024-01-13,4
INC00778,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2024-01-08,2024-01-15,7
INC00779,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-20,2023-12-27,7
INC00780,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-30,2024-01-06,7
INC00781,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2024-01-06,2024-01-14,8
INC00782,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-20,2023-12-25,5
INC00783,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-27,2024-01-04,8
INC00784,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2024-01-02,2024-01-09,7
INC00785,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Medium,3 Days,2023-12-11,2023-12-18,7
INC00786,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Medium,3 Days,2023-12-26,2024-01-01,6
INC00787,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2023-12-29,2024-01-07,9
INC00788,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2024-01-07,2024-01-09,2
INC00789,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-25,2023-12-29,4
INC00790,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,Medium,3 Days,2023-12-14,2023-12-21,7
INC00791,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2023-12-24,2023-12-27,3
INC00792,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2024-01-02,2024-01-09,7
INC00793,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-17,2023-12-19,2
INC00794,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-10,2023-12-22,12
INC00795,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2024-01-09,2024-01-15,6
INC00796,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-31,2024-01-05,5
INC00797,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-13,2023-12-19,6
INC00798,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2024-01-07,2024-01-13,6
INC00799,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-27,2024-01-01,5
INC00800,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Medium,3 Days,2024-01-08,2024-01-13,5
INC00801,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,High,24 Hours,2024-01-09,2024-01-12,3
INC00802,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2024-01-08,2024-01-15,7
INC00803,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Low,1 Week,2023-12-30,2024-01-11,12
INC00804,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2024-01-06,2024-01-18,12
INC00805,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Critical,4 Hours,2023-12-10,2023-12-12,2
INC00806,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-13,2023-12-21,8
INC00807,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2023-12-10,2023-12-22,12
INC00808,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-29,2023-12-30,1
INC00809,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-21,2023-12-23,2
INC00810,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2024-01-06,2024-01-10,4
INC00811,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-11,2023-12-17,6
INC00812,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-22,2023-12-31,9
INC00813,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2023-12-26,2023-12-30,4
INC00814,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2023-12-17,2023-12-23,6
INC00815,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-13,2023-12-24,11
INC00816,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Critical,4 Hours,2024-01-07,2024-01-09,2
INC00817,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,High,24 Hours,2023-12-18,2023-12-20,2
INC00818,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2023-12-29,2024-01-07,9
INC00819,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-24,2023-12-30,6
INC00820,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Low,1 Week,2024-01-07,2024-01-20,13
INC00821,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2024-01-06,2024-01-11,5
INC00822,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,Low,1 Week,2023-12-12,2023-12-20,8
INC00823,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2023-12-14,2023-12-19,5
INC00824,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2024-01-02,2024-01-09,7
INC00825,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Resolved,Critical,4 Hours,2023-12-22,2023-12-24,2
INC00826,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,High,24 Hours,2024-01-09,2024-01-12,3
INC00827,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-23,2023-12-30,7
INC00828,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-27,2023-12-30,3
INC00829,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-26,2023-12-28,2
INC00830,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-25,2024-01-03,9
INC00831,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2024-01-09,2024-01-11,2
INC00832,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-19,2023-12-24,5
INC00833,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-29,2023-12-30,1
INC00834,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2023-12-15,2023-12-22,7
INC00835,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Low,1 Week,2023-12-11,2023-12-20,9
INC00836,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2023-12-18,2023-12-20,2
INC00837,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2024-01-04,2024-01-08,4
INC00838,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2023-12-11,2023-12-13,2
INC00839,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-12,2023-12-22,10
INC00840,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2023-12-14,2023-12-24,10
INC00841,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-14,2023-12-16,2
INC00842,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-31,2024-01-05,5
INC00843,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-22,2023-12-25,3
INC00844,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2023-12-16,2023-12-17,1
INC00845,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2023-12-11,2023-12-12,1
INC00846,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,High,24 Hours,2023-12-21,2023-12-25,4
INC00847,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-19,2023-12-23,4
INC00848,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Medium,3 Days,2023-12-26,2024-01-01,6
INC00849,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2024-01-07,2024-01-14,7
INC00850,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,High,24 Hours,2023-12-19,2023-12-23,4
INC00851,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Resolved,Critical,4 Hours,2023-12-18,2023-12-20,2
INC00852,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2023-12-12,2023-12-17,5
INC00853,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-22,2023-12-23,1
INC00854,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-20,2023-12-27,7
INC00855,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,High,24 Hours,2024-01-01,2024-01-04,3
INC00856,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Pending,Medium,3 Days,2024-01-08,2024-01-14,6
INC00857,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,High,24 Hours,2023-12-30,2024-01-02,3
INC00858,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Escalated,Low,1 Week,2023-12-20,2024-01-02,13
