Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00248,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,Critical,4 Hours,2023-12-28,2024-01-10,13
INC00249,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Critical,4 Hours,2023-12-31,2024-01-11,11
INC00250,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Low,1 Week,2023-12-28,2024-01-07,10
INC00251,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Escalated,Low,1 Week,2023-12-23,2023-12-25,2
INC00252,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2023-12-20,2023-12-27,7
INC00253,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,Low,1 Week,2023-12-27,2024-01-11,15
INC00254,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,Critical,4 Hours,2024-01-02,2024-01-12,10
INC00255,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Closed,High,24 Hours,2023-12-25,2024-01-08,14
INC00256,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Low,1 Week,2024-01-03,2024-01-12,9
INC00257,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Medium,3 Days,2023-12-30,2023-12-31,1
INC00258,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Critical,4 Hours,2024-01-05,2024-01-13,8
INC00259,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2024-01-03,2024-01-18,15
INC00260,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Medium,3 Days,2024-01-06,2024-01-10,4
INC00261,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,Critical,4 Hours,2023-12-17,2024-01-01,15
INC00262,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Critical,4 Hours,2023-12-28,2024-01-04,7
INC00263,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,Low,1 Week,2024-01-01,2024-01-11,10
INC00264,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2024-01-07,2024-01-09,2
INC00265,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Medium,3 Days,2023-12-31,2024-01-14,14
INC00266,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,Low,1 Week,2023-12-24,2024-01-07,14
INC00267,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Critical,4 Hours,2023-12-27,2024-01-03,7
INC00268,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-14,2023-12-22,8
INC00269,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Medium,3 Days,2024-01-09,2024-01-23,14
INC00270,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-11,2023-12-13,2
INC00271,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,Critical,4 Hours,2023-12-18,2023-12-20,2
INC00272,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Closed,Critical,4 Hours,2023-12-30,2024-01-04,5
INC00273,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Critical,4 Hours,2023-12-12,2023-12-15,3
INC00274,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Medium,3 Days,2023-12-22,2024-01-06,15
INC00275,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Medium,3 Days,2024-01-03,2024-01-12,9
INC00276,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Medium,3 Days,2023-12-29,2024-01-01,3
INC00277,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Low,1 Week,2024-01-01,2024-01-02,1
INC00278,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Critical,4 Hours,2023-12-17,2023-12-19,2
INC00279,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Medium,3 Days,2024-01-04,2024-01-16,12
INC00280,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Critical,4 Hours,2023-12-26,2024-01-01,6
INC00281,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,High,24 Hours,2024-01-03,2024-01-09,6
INC00282,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Critical,4 Hours,2023-12-22,2023-12-30,8
INC00283,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-13,2023-12-20,7
INC00284,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,Medium,3 Days,2024-01-04,2024-01-13,9
INC00285,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,Medium,3 Days,2023-12-12,2023-12-22,10
INC00286,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Critical,4 Hours,2023-12-16,2023-12-31,15
INC00287,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,High,24 Hours,2023-12-29,2024-01-01,3
INC00288,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2024-01-03,2024-01-11,8
INC00289,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Low,1 Week,2024-01-06,2024-01-11,5
INC00290,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Critical,4 Hours,2023-12-22,2023-12-31,9
INC00291,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Critical,4 Hours,2023-12-28,2024-01-08,11
INC00292,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,High,24 Hours,2023-12-21,2023-12-27,6
INC00293,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Low,1 Week,2023-12-22,2023-12-31,9
INC00294,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,High,24 Hours,2024-01-08,2024-01-10,2
INC00295,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Critical,4 Hours,2024-01-06,2024-01-10,4
INC00296,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Low,1 Week,2024-01-05,2024-01-10,5
INC00297,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,Medium,3 Days,2023-12-25,2024-01-02,8
INC00298,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,Medium,3 Days,2024-01-01,2024-01-16,15
INC00299,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2023-12-25,2023-12-25,0
INC00300,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,High,24 Hours,2023-12-20,2023-12-22,2
INC00301,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-31,2024-01-03,3
INC00302,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2023-12-29,2024-01-02,4
INC00303,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Resolved,Medium,3 Days,2023-12-18,2024-01-01,14
INC00304,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,Medium,3 Days,2024-01-01,2024-01-08,7
INC00305,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Low,1 Week,2023-12-24,2024-01-05,12
INC00306,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,High,24 Hours,2023-12-13,2023-12-27,14
INC00307,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Medium,3 Days,2023-12-22,2023-12-23,1
INC00308,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,High,24 Hours,2024-01-04,2024-01-09,5
INC00309,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2023-12-12,2023-12-14,2
INC00310,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,High,24 Hours,2023-12-25,2024-01-02,8
INC00311,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Low,1 Week,2023-12-24,2023-12-31,7
INC00312,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Low,1 Week,2023-12-21,2023-12-21,0
INC00313,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Escalated,High,24 Hours,2023-12-12,2023-12-16,4
INC00314,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Resolved,Critical,4 Hours,2024-01-09,2024-01-23,14
INC00315,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Pending,High,24 Hours,2023-12-14,2023-12-14,0
INC00316,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Critical,4 Hours,2023-12-30,2024-01-12,13
INC00317,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Critical,4 Hours,2023-12-16,2023-12-31,15
INC00318,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,Low,1 Week,2024-01-06,2024-01-11,5
INC00319,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Medium,3 Days,2023-12-26,2023-12-30,4
INC00320,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Medium,3 Days,2023-12-24,2023-12-29,5
INC00321,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Pending,High,24 Hours,2024-01-09,2024-01-11,2
INC00322,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2024-01-07,2024-01-17,10
INC00323,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Critical,4 Hours,2024-01-09,2024-01-17,8
INC00324,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Critical,4 Hours,2023-12-20,2023-12-22,2
INC00325,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Low,1 Week,2024-01-07,2024-01-10,3
INC00326,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Medium,3 Days,2024-01-06,2024-01-06,0
INC00327,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Critical,4 Hours,2023-12-12,2023-12-19,7
INC00328,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Medium,3 Days,2024-01-07,2024-01-17,10
INC00329,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2024-01-01,2024-01-02,1
INC00330,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2023-12-25,2024-01-02,8
INC00331,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,High,24 Hours,2023-12-20,2023-12-31,11
INC00332,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Closed,High,24 Hours,2023-12-29,2024-01-07,9
INC00333,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,High,24 Hours,2023-12-23,2024-01-05,13
INC00334,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Critical,4 Hours,2023-12-20,2024-01-01,12
INC00335,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,High,24 Hours,2023-12-24,2023-12-29,5
INC00336,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,High,24 Hours,2024-01-05,2024-01-20,15
INC00337,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Low,1 Week,2024-01-08,2024-01-12,4
INC00338,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,High,24 Hours,2023-12-16,2023-12-28,12
INC00339,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,High,24 Hours,2024-01-03,2024-01-16,13
INC00340,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-17,2023-12-17,0
INC00341,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Closed,Critical,4 Hours,2023-12-17,2023-12-30,13
INC00342,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,High,24 Hours,2024-01-04,2024-01-13,9
INC00343,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,Medium,3 Days,2024-01-05,2024-01-15,10
INC00344,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,High,24 Hours,2023-12-19,2024-01-03,15
INC00345,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Medium,3 Days,2023-12-17,2024-01-01,15
INC00346,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-13,2023-12-15,2
INC00347,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,High,24 Hours,2024-01-09,2024-01-24,15
INC00348,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-23,2023-12-29,6
INC00349,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Pending,Low,1 Week,2024-01-07,2024-01-08,1
INC00350,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,High,24 Hours,2024-01-08,2024-01-20,12
INC00351,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Critical,4 Hours,2023-12-15,2023-12-19,4
INC00352,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,High,24 Hours,2023-12-20,2024-01-01,12
INC00353,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2023-12-15,2023-12-19,4
INC00354,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Low,1 Week,2023-12-14,2023-12-26,12
INC00355,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Low,1 Week,2024-01-02,2024-01-17,15
INC00356,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,Low,1 Week,2023-12-20,2023-12-26,6
INC00357,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Low,1 Week,2023-12-20,2024-01-02,13
INC00358,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,Critical,4 Hours,2023-12-20,2023-12-23,3
INC00359,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Low,1 Week,2024-01-02,2024-01-02,0
INC00360,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-16,2023-12-23,7
INC00361,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-28,2024-01-08,11
INC00362,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Low,1 Week,2024-01-02,2024-01-10,8
INC00363,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Pending,High,24 Hours,2023-12-12,2023-12-12,0
INC00364,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Pending,Critical,4 Hours,2023-12-10,2023-12-21,11
INC00365,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Critical,4 Hours,2023-12-15,2023-12-25,10
INC00366,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2024-01-03,2024-01-09,6
INC00367,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Escalated,Low,1 Week,2024-01-04,2024-01-15,11
INC00368,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Low,1 Week,2023-12-10,2023-12-24,14
INC00369,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-20,2023-12-26,6
INC00370,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,Critical,4 Hours,2024-01-03,2024-01-06,3
INC00371,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Low,1 Week,2024-01-07,2024-01-09,2
INC00372,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Critical,4 Hours,2023-12-28,2024-01-10,13
INC00373,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-21,2024-01-01,11
INC00374,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Critical,4 Hours,2024-01-08,2024-01-21,13
INC00375,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Critical,4 Hours,2023-12-20,2023-12-29,9
INC00376,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Low,1 Week,2024-01-03,2024-01-04,1
INC00377,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-19,2024-01-02,14
INC00378,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Medium,3 Days,2024-01-01,2024-01-10,9
INC00379,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Pending,Medium,3 Days,2023-12-19,2024-01-03,15
INC00380,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Medium,3 Days,2024-01-02,2024-01-10,8
INC00381,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Low,1 Week,2024-01-03,2024-01-16,13
INC00382,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Low,1 Week,2023-12-26,2023-12-26,0
INC00383,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2024-01-01,2024-01-13,12
INC00384,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,High,24 Hours,2024-01-01,2024-01-01,0
INC00385,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Low,1 Week,2023-12-23,2023-12-25,2
INC00386,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,Low,1 Week,2023-12-16,2023-12-25,9
INC00387,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Critical,4 Hours,2023-12-21,2024-01-02,12
INC00388,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Medium,3 Days,2024-01-06,2024-01-15,9
INC00389,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,High,24 Hours,2024-01-03,2024-01-05,2
INC00390,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2023-12-26,2023-12-31,5
INC00391,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2023-12-17,2023-12-26,9
INC00392,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,Critical,4 Hours,2023-12-14,2023-12-16,2
INC00393,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Low,1 Week,2023-12-26,2023-12-26,0
INC00394,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-19,2023-12-31,12
INC00395,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,High,24 Hours,2023-12-10,2023-12-18,8
INC00396,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2023-12-12,2023-12-13,1
INC00397,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Resolved,Low,1 Week,2023-12-19,2023-12-22,3
INC00398,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,High,24 Hours,2023-12-18,2023-12-19,1
INC00399,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Medium,3 Days,2023-12-27,2024-01-06,10
INC00400,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-26,2024-01-05,10
INC00401,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Medium,3 Days,2024-01-09,2024-01-16,7
INC00402,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Low,1 Week,2024-01-03,2024-01-18,15
INC00403,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Critical,4 Hours,2023-12-11,2023-12-17,6
INC00404,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Critical,4 Hours,2023-12-14,2023-12-17,3
INC00405,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2024-01-09,2024-01-13,4
INC00406,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Closed,Low,1 Week,2024-01-04,2024-01-14,10
INC00407,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Medium,3 Days,2024-01-02,2024-01-11,9
INC00408,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,High,24 Hours,2024-01-09,2024-01-11,2
INC00409,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2023-12-13,2023-12-16,3
INC00410,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2024-01-08,2024-01-22,14
INC00411,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,Low,1 Week,2023-12-23,2023-12-30,7
INC00412,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Medium,3 Days,2024-01-03,2024-01-05,2
INC00413,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Critical,4 Hours,2023-12-21,2023-12-24,3
INC00414,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Critical,4 Hours,2023-12-22,2024-01-06,15
INC00415,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,Medium,3 Days,2024-01-02,2024-01-13,11
INC00416,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Critical,4 Hours,2024-01-08,2024-01-14,6
INC00417,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Medium,3 Days,2023-12-10,2023-12-12,2
INC00418,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Closed,Critical,4 Hours,2023-12-21,2024-01-05,15
INC00419,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2024-01-05,2024-01-17,12
INC00420,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,Medium,3 Days,2023-12-15,2023-12-15,0
INC00421,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2024-01-04,2024-01-07,3
INC00422,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Medium,3 Days,2023-12-26,2023-12-30,4
INC00423,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,High,24 Hours,2024-01-02,2024-01-11,9
INC00424,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,High,24 Hours,2024-01-09,2024-01-12,3
INC00425,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Low,1 Week,2023-12-16,2023-12-24,8
INC00426,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Pending,Low,1 Week,2023-12-14,2023-12-15,1
INC00427,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Medium,3 Days,2023-12-20,2023-12-28,8
INC00428,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Critical,4 Hours,2024-01-08,2024-01-08,0
INC00429,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Escalated,Low,1 Week,2023-12-24,2023-12-31,7
INC00430,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,High,24 Hours,2023-12-17,2023-12-25,8
INC00431,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,High,24 Hours,2024-01-09,2024-01-20,11
INC00432,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Critical,4 Hours,2024-01-06,2024-01-13,7
INC00433,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Closed,Medium,3 Days,2023-12-11,2023-12-11,0
INC00434,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,High,24 Hours,2024-01-05,2024-01-10,5
INC00435,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,High,24 Hours,2023-12-14,2023-12-17,3
INC00436,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Resolved,Critical,4 Hours,2023-12-28,2024-01-06,9
INC00437,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2024-01-02,2024-01-04,2
INC00438,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Medium,3 Days,2023-12-20,2023-12-30,10
INC00439,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,Low,1 Week,2023-12-10,2023-12-18,8
INC00440,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,High,24 Hours,2023-12-29,2024-01-02,4
INC00441,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Resolved,Critical,4 Hours,2024-01-06,2024-01-17,11
INC00442,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2024-01-03,2024-01-07,4
INC00443,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Medium,3 Days,2024-01-02,2024-01-06,4
INC00444,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,High,24 Hours,2023-12-31,2023-12-31,0
INC00445,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Escalated,High,24 Hours,2023-12-18,2023-12-30,12
INC00446,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Low,1 Week,2023-12-26,2024-01-02,7
