Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC01189,Email client crashes on startup,Please update your email client to the latest version.,Team A,Escalated,High,24 Hours,2023-12-21,2023-12-22,1
INC01190,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2023-11-22,2023-11-25,3
INC01191,Email client crashes on startup,Please update your email client to the latest version.,Team D,Closed,High,24 Hours,2023-12-13,2023-12-16,3
INC01192,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-11-10,2023-11-13,3
INC01193,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-11-17,2023-11-20,3
INC01194,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2023-12-23,2023-12-24,1
INC01195,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Reopened,Medium,3 Days,2023-12-21,2023-12-26,5
INC01196,Email client crashes on startup,Please update your email client to the latest version.,Team D,Reopened,High,24 Hours,2024-01-08,2024-01-10,2
INC01197,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-12-20,2023-12-22,2
INC01198,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Escalated,Critical,4 Hours,2023-12-13,2023-12-14,1
INC01199,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Closed,Medium,3 Days,2023-11-15,2023-11-19,4
INC01200,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Reopened,High,24 Hours,2023-12-10,2023-12-11,1
INC01201,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Resolved,Medium,3 Days,2024-01-02,2024-01-07,5
INC01202,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-05,2023-12-08,3
INC01203,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-11-25,2023-11-28,3
INC01204,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Closed,High,24 Hours,2023-12-16,2023-12-19,3
INC01205,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Pending,Low,1 Week,2023-12-14,2023-12-17,3
INC01206,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Resolved,Critical,4 Hours,2023-12-20,2023-12-23,3
INC01207,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2024-01-08,2024-01-10,2
INC01208,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Resolved,Medium,3 Days,2023-12-29,2024-01-02,4
INC01209,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Pending,Medium,3 Days,2023-12-31,2024-01-04,4
INC01210,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Escalated,High,24 Hours,2023-12-24,2023-12-25,1
INC01211,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Escalated,High,24 Hours,2023-12-30,2024-01-02,3
INC01212,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2023-11-14,2023-11-15,1
INC01213,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Reopened,Medium,3 Days,2024-01-04,2024-01-11,7
INC01214,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Closed,Medium,3 Days,2023-12-11,2023-12-16,5
INC01215,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Resolved,Critical,4 Hours,2024-01-01,2024-01-04,3
INC01216,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Resolved,Low,1 Week,2023-12-11,2023-12-25,14
INC01217,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-12-29,2024-01-01,3
INC01218,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Closed,High,24 Hours,2023-12-26,2023-12-29,3
INC01219,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Escalated,Medium,3 Days,2023-12-21,2023-12-26,5
INC01220,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Pending,Medium,3 Days,2023-11-13,2023-11-18,5
INC01221,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Resolved,Medium,3 Days,2023-12-15,2023-12-18,3
INC01222,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Resolved,High,24 Hours,2023-12-17,2023-12-19,2
INC01223,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Closed,Low,1 Week,2023-12-18,2023-12-25,7
INC01224,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Closed,High,24 Hours,2023-11-15,2023-11-16,1
INC01225,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Resolved,Critical,4 Hours,2024-01-03,2024-01-04,1
INC01226,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Pending,High,24 Hours,2023-12-17,2023-12-18,1
INC01227,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Reopened,High,24 Hours,2023-12-03,2023-12-06,3
INC01228,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2023-12-10,2023-12-13,3
INC01229,Email client crashes on startup,Please update your email client to the latest version.,Team F,Reopened,High,24 Hours,2023-12-05,2023-12-06,1
INC01230,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2024-01-05,2024-01-06,1
INC01231,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2023-12-30,2024-01-01,2
INC01232,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2023-12-17,2023-12-20,3
INC01233,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Escalated,Critical,4 Hours,2023-12-31,2024-01-03,3
INC01234,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Escalated,Medium,3 Days,2023-12-10,2023-12-15,5
INC01235,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2024-01-01,2024-01-03,2
INC01236,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Resolved,Medium,3 Days,2023-11-15,2023-11-22,7
INC01237,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Reopened,Critical,4 Hours,2023-11-13,2023-11-16,3
INC01238,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Resolved,Critical,4 Hours,2023-11-29,2023-12-01,2
INC01239,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Pending,Medium,3 Days,2023-12-22,2023-12-25,3
INC01240,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Closed,Critical,4 Hours,2023-11-14,2023-11-16,2
INC01241,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2023-11-10,2023-11-12,2
INC01242,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-12-21,2023-12-23,2
INC01243,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Escalated,High,24 Hours,2023-12-21,2023-12-23,2
INC01244,Email client crashes on startup,Please update your email client to the latest version.,Team E,Pending,High,24 Hours,2024-01-06,2024-01-07,1
INC01245,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2024-01-04,2024-01-09,5
INC01246,Email client crashes on startup,Please update your email client to the latest version.,Team B,Closed,High,24 Hours,2023-12-12,2023-12-15,3
INC01247,Email client crashes on startup,Please update your email client to the latest version.,Team F,Pending,High,24 Hours,2023-12-24,2023-12-27,3
INC01248,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Pending,Medium,3 Days,2024-01-04,2024-01-07,3
INC01249,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Resolved,High,24 Hours,2023-12-08,2023-12-09,1
INC01250,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Resolved,Low,1 Week,2023-11-28,2023-11-30,2
INC01251,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2023-11-22,2023-11-23,1
INC01252,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2024-01-06,2024-01-09,3
INC01253,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-05,2023-12-07,2
INC01254,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Reopened,Critical,4 Hours,2023-11-11,2023-11-14,3
INC01255,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Escalated,Critical,4 Hours,2023-11-12,2023-11-14,2
INC01256,Email client crashes on startup,Please update your email client to the latest version.,Team F,Pending,High,24 Hours,2024-01-08,2024-01-10,2
INC01257,Email client crashes on startup,Please update your email client to the latest version.,Team C,Escalated,High,24 Hours,2023-11-19,2023-11-21,2
INC01258,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2023-12-04,2023-12-07,3
INC01259,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Pending,Critical,4 Hours,2023-12-10,2023-12-13,3
INC01260,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Resolved,High,24 Hours,2023-12-05,2023-12-07,2
INC01261,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2024-01-07,2024-01-10,3
INC01262,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-06,2023-12-13,7
INC01263,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Reopened,Critical,4 Hours,2023-11-20,2023-11-21,1
INC01264,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-12-20,2023-12-27,7
INC01265,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2023-11-24,2023-11-27,3
INC01266,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-29,2023-12-30,1
INC01267,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Closed,Low,1 Week,2023-12-12,2023-12-19,7
INC01268,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Closed,Critical,4 Hours,2023-11-13,2023-11-16,3
INC01269,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Resolved,Critical,4 Hours,2023-11-13,2023-11-14,1
INC01270,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2023-11-28,2023-12-01,3
INC01271,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Resolved,High,24 Hours,2024-01-04,2024-01-05,1
INC01272,Email client crashes on startup,Please update your email client to the latest version.,Team F,Resolved,High,24 Hours,2023-11-23,2023-11-24,1
INC01273,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Closed,Medium,3 Days,2023-12-30,2024-01-02,3
INC01274,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Resolved,Critical,4 Hours,2023-11-13,2023-11-16,3
INC01275,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Closed,Low,1 Week,2023-12-30,2023-12-31,1
INC01276,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Reopened,Medium,3 Days,2023-12-16,2023-12-20,4
INC01277,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Escalated,Critical,4 Hours,2023-12-23,2023-12-26,3
INC01278,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Pending,Medium,3 Days,2024-01-02,2024-01-06,4
INC01279,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Escalated,Low,1 Week,2023-12-31,2024-01-02,2
INC01280,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Escalated,Low,1 Week,2023-12-24,2023-12-27,3
INC01281,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-11-22,2023-11-25,3
INC01282,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Escalated,Critical,4 Hours,2023-12-30,2024-01-01,2
INC01283,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Pending,Critical,4 Hours,2023-12-23,2023-12-26,3
INC01284,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Reopened,High,24 Hours,2023-11-20,2023-11-21,1
INC01285,Email client crashes on startup,Please update your email client to the latest version.,Team D,Resolved,High,24 Hours,2024-01-03,2024-01-05,2
INC01286,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-11-28,2023-12-12,14
INC01287,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Escalated,High,24 Hours,2024-01-08,2024-01-11,3
INC01288,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Closed,Medium,3 Days,2023-11-28,2023-12-02,4
INC01289,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2023-12-20,2023-12-23,3
INC01290,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Reopened,High,24 Hours,2024-01-03,2024-01-05,2
INC01291,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-12-12,2023-12-14,2
INC01292,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Resolved,Critical,4 Hours,2024-01-03,2024-01-04,1
INC01293,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Reopened,Medium,3 Days,2023-11-24,2023-11-28,4
INC01294,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Resolved,High,24 Hours,2023-12-17,2023-12-18,1
INC01295,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Pending,Medium,3 Days,2023-12-07,2023-12-11,4
INC01296,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Closed,Low,1 Week,2023-12-27,2023-12-28,1
INC01297,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Resolved,Critical,4 Hours,2023-12-16,2023-12-18,2
INC01298,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Pending,High,24 Hours,2024-01-06,2024-01-08,2
INC01299,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Reopened,Low,1 Week,2023-12-09,2023-12-10,1
INC01300,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Reopened,Low,1 Week,2023-12-09,2023-12-16,7
INC01301,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Reopened,Critical,4 Hours,2023-11-18,2023-11-21,3
INC01302,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Closed,Low,1 Week,2024-01-03,2024-01-04,1
INC01303,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Pending,High,24 Hours,2023-12-01,2023-12-03,2
INC01304,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Reopened,Medium,3 Days,2023-12-29,2024-01-02,4
INC01305,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Escalated,Medium,3 Days,2023-11-10,2023-11-15,5
INC01306,Email client crashes on startup,Please update your email client to the latest version.,Team F,Reopened,High,24 Hours,2023-12-20,2023-12-23,3
INC01307,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Closed,High,24 Hours,2023-12-29,2024-01-01,3
INC01308,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-12-25,2023-12-27,2
INC01309,Email client crashes on startup,Please update your email client to the latest version.,Team D,Escalated,High,24 Hours,2023-12-14,2023-12-15,1
INC01310,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Closed,Low,1 Week,2024-01-05,2024-01-12,7
INC01311,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-01,2023-12-04,3
INC01312,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Pending,Low,1 Week,2023-12-29,2024-01-12,14
INC01313,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-12-22,2023-12-29,7
INC01314,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Closed,Medium,3 Days,2023-11-12,2023-11-17,5
INC01315,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2024-01-06,2024-01-13,7
INC01316,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Closed,High,24 Hours,2023-12-02,2023-12-03,1
INC01317,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Pending,Critical,4 Hours,2023-12-14,2023-12-16,2
INC01318,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Pending,Critical,4 Hours,2023-12-10,2023-12-11,1
INC01319,Email client crashes on startup,Please update your email client to the latest version.,Team D,Reopened,High,24 Hours,2023-12-03,2023-12-06,3
INC01320,Email client crashes on startup,Please update your email client to the latest version.,Team C,Reopened,High,24 Hours,2023-11-25,2023-11-28,3
INC01321,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Pending,Critical,4 Hours,2023-11-16,2023-11-19,3
INC01322,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2023-12-14,2023-12-16,2
INC01323,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Resolved,Medium,3 Days,2024-01-02,2024-01-05,3
INC01324,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Pending,High,24 Hours,2023-12-25,2023-12-28,3
INC01325,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Resolved,Medium,3 Days,2024-01-06,2024-01-10,4
INC01326,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-11-19,2023-11-21,2
INC01327,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Pending,Medium,3 Days,2024-01-01,2024-01-06,5
INC01328,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Closed,Low,1 Week,2023-11-22,2023-11-24,2
INC01329,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Escalated,Critical,4 Hours,2023-12-31,2024-01-03,3
INC01330,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2024-01-03,2024-01-04,1
INC01331,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Escalated,High,24 Hours,2023-12-19,2023-12-22,3
INC01332,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-12-19,2023-12-20,1
INC01333,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Closed,Critical,4 Hours,2023-12-23,2023-12-24,1
INC01334,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Reopened,High,24 Hours,2023-12-03,2023-12-06,3
INC01335,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Pending,Medium,3 Days,2023-12-16,2023-12-21,5
INC01336,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Pending,Critical,4 Hours,2023-11-28,2023-11-30,2
INC01337,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Pending,Medium,3 Days,2023-11-18,2023-11-22,4
INC01338,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Closed,Low,1 Week,2023-12-09,2023-12-11,2
INC01339,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Resolved,Medium,3 Days,2023-11-11,2023-11-18,7
INC01340,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Pending,Critical,4 Hours,2023-11-20,2023-11-23,3
INC01341,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Escalated,High,24 Hours,2023-12-02,2023-12-04,2
INC01342,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Reopened,Medium,3 Days,2023-12-20,2023-12-24,4
INC01343,Email client crashes on startup,Please update your email client to the latest version.,Team B,Reopened,High,24 Hours,2023-12-27,2023-12-28,1
INC01344,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2023-12-21,2023-12-22,1
INC01345,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Pending,High,24 Hours,2023-12-30,2024-01-02,3
INC01346,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Resolved,Low,1 Week,2023-11-16,2023-11-17,1
INC01347,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-12-01,2023-12-04,3
INC01348,Email client crashes on startup,Please update your email client to the latest version.,Team B,Resolved,High,24 Hours,2023-12-03,2023-12-04,1
INC01349,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-11-20,2023-11-21,1
INC01350,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Closed,High,24 Hours,2024-01-06,2024-01-09,3
INC01351,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-12-09,2023-12-12,3
INC01352,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Pending,Critical,4 Hours,2023-12-19,2023-12-22,3
INC01353,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Escalated,Critical,4 Hours,2023-12-07,2023-12-09,2
INC01354,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Closed,Medium,3 Days,2023-11-21,2023-11-25,4
INC01355,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Escalated,High,24 Hours,2023-12-24,2023-12-25,1
INC01356,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Escalated,Medium,3 Days,2024-01-05,2024-01-10,5
INC01357,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2023-11-14,2023-11-16,2
INC01358,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Resolved,High,24 Hours,2023-12-27,2023-12-29,2
INC01359,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Pending,Critical,4 Hours,2023-12-28,2023-12-31,3
INC01360,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Closed,Low,1 Week,2024-01-08,2024-01-09,1
INC01361,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Escalated,Critical,4 Hours,2023-11-16,2023-11-18,2
INC01362,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Reopened,Medium,3 Days,2023-11-16,2023-11-20,4
INC01363,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Reopened,Critical,4 Hours,2024-01-06,2024-01-07,1
INC01364,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Closed,Critical,4 Hours,2023-11-23,2023-11-24,1
INC01365,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Reopened,Low,1 Week,2023-12-22,2024-01-05,14
INC01366,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Reopened,Low,1 Week,2023-11-12,2023-11-13,1
INC01367,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Escalated,Low,1 Week,2023-12-13,2023-12-15,2
INC01368,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2023-12-18,2023-12-20,2
INC01369,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Pending,High,24 Hours,2023-11-25,2023-11-27,2
INC01370,Email client crashes on startup,Please update your email client to the latest version.,Team F,Resolved,High,24 Hours,2023-11-29,2023-12-01,2
INC01371,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-11-22,2023-11-25,3
INC01372,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Reopened,Medium,3 Days,2023-12-02,2023-12-09,7
INC01373,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Reopened,Low,1 Week,2023-12-06,2023-12-08,2
INC01374,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Escalated,High,24 Hours,2023-12-15,2023-12-16,1
INC01375,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Escalated,Low,1 Week,2024-01-07,2024-01-08,1
INC01376,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Pending,High,24 Hours,2023-12-06,2023-12-09,3
INC01377,Email client crashes on startup,Please update your email client to the latest version.,Team F,Escalated,High,24 Hours,2023-11-22,2023-11-23,1
INC01378,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Closed,Critical,4 Hours,2023-12-09,2023-12-12,3
INC01379,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-27,2023-12-28,1
INC01380,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Pending,High,24 Hours,2023-12-27,2023-12-29,2
INC01381,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Reopened,Medium,3 Days,2023-12-17,2023-12-24,7
INC01382,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Closed,High,24 Hours,2023-11-19,2023-11-22,3
INC01383,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Reopened,High,24 Hours,2023-11-20,2023-11-23,3
INC01384,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Closed,High,24 Hours,2023-12-06,2023-12-08,2
INC01385,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Escalated,Critical,4 Hours,2023-11-20,2023-11-22,2
INC01386,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Pending,Medium,3 Days,2023-11-20,2023-11-25,5
INC01387,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Closed,High,24 Hours,2023-12-03,2023-12-04,1
INC01388,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Pending,High,24 Hours,2023-11-22,2023-11-23,1
INC01389,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-04,2023-12-07,3
INC01390,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Reopened,Low,1 Week,2023-12-01,2023-12-08,7
INC01391,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2024-01-07,2024-01-09,2
INC01392,Email client crashes on startup,Please update your email client to the latest version.,Team A,Reopened,High,24 Hours,2023-12-18,2023-12-19,1
INC01393,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Closed,Medium,3 Days,2023-12-21,2023-12-24,3
INC01394,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Resolved,Medium,3 Days,2023-11-10,2023-11-15,5
INC01395,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Pending,Medium,3 Days,2023-11-25,2023-11-30,5
INC01396,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Reopened,High,24 Hours,2023-12-24,2023-12-27,3
INC01397,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Closed,High,24 Hours,2023-11-27,2023-11-28,1
